Run,group_day,Trough,BlockNum,BlockType,Trial,W1,W2,W3,W4,W5,W6,Well 1 aligned,Well 2 aligned,Well 3 aligned,Well 4 aligned,Well 5 aligned,Well 6 aligned,Well 1 quiescent,Well 2 quiescent,Well 3 quiescent,Well 4 quiescent,Well 5 quiescent,Well 6 quiescent,Scored by,Notes
,,,10,CC,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
2025_02_07_14_00_59_trial_1_PC,R4_5,Milled trough + attached electrodes,5,PC,1,0,0,0,1,0,0,,,,,,,,,,,,,,
,,20 trials ,5,PC,2,0,0,0,0,0,0,,,,,,,,,,,,,,
,,20s ITI,5,PC,3,1,0,0,0,0,1,,,,,,,,,,,,,,
,,All CRs are turns or contractions,5,PC,4,0,1,0,1,0,0,,,,,,,,,,,,,,
,,CC Med,5,PC,5,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,5,PC,6,1,0,0,0,0,0,,,,,,,,,,,,,,
,,,5,PC,7,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,5,PC,8,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,5,PC,9,0,0,0,1,0,0,,,,,,,,,,,,,,
,,,5,PC,10,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,5,PC,11,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,5,PC,12,0,0,0,0,1,0,,,,,,,,,,,,,,
,,,5,PC,13,,,,,,,,,,,,,,,,,,,,
,,,5,PC,14,,,,,,,,,,,,,,,,,,,,
,,,5,PC,15,,,,,,,,,,,,,,,,,,,,
,,,5,PC,16,,,,,,,,,,,,,,,,,,,,
,,,5,PC,17,,,,,,,,,,,,,,,,,,,,
,,,5,PC,18,,,,,,,,,,,,,,,,,,,,
,,,5,PC,19,,,,,,,,,,,,,,,,,,,,
,,,5,PC,20,,,,,,,,,,,,,,,,,,,,
,,,5,PC,21,,,,,,,,,,,,,,,,,,,,
,,,5,PC,22,,,,,,,,,,,,,,,,,,,,
,,,5,PC,23,,,,,,,,,,,,,,,,,,,,
,,,5,PC,24,,,,,,,,,,,,,,,,,,,,
,,,5,PC,25,,,,,,,,,,,,,,,,,,,,
2025_02_07_14_21_03_trial_1_PC,R4_6,Milled trough + attached electrodes,6,PC,1,0,0,0,0,0,0,,,,,,,,,,,,,,W1 pharynx protruding at start
,,20 trials ,6,PC,2,0,0,0,0,0,1,,,,,,,,,,,,,,
,,20s ITI,6,PC,3,0,0,0,0,0,0,,,,,,,,,,,,,,
,,All CRs are turns or contractions,6,PC,4,0,0,0,0,0,0,,,,,,,,,,,,,,
,,CC Med,6,PC,5,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,6,PC,6,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,6,PC,7,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,6,PC,8,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,6,PC,9,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,6,PC,10,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,6,PC,11,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,6,PC,12,1,0,0,0,0,1,,,,,,,,,,,,,,
,,,6,PC,13,,,,,,,,,,,,,,,,,,,,
,,,6,PC,14,,,,,,,,,,,,,,,,,,,,
,,,6,PC,15,,,,,,,,,,,,,,,,,,,,
,,,6,PC,16,,,,,,,,,,,,,,,,,,,,
,,,6,PC,17,,,,,,,,,,,,,,,,,,,,
,,,6,PC,18,,,,,,,,,,,,,,,,,,,,
,,,6,PC,19,,,,,,,,,,,,,,,,,,,,
,,,6,PC,20,,,,,,,,,,,,,,,,,,,,
,,,6,PC,21,,,,,,,,,,,,,,,,,,,,
,,,6,PC,22,,,,,,,,,,,,,,,,,,,,
,,,6,PC,23,,,,,,,,,,,,,,,,,,,,
,,,6,PC,24,,,,,,,,,,,,,,,,,,,,
,,,6,PC,25,,,,,,,,,,,,,,,,,,,,
2025_02_07_14_41_05_trial_1_PC,R4_7,Milled trough + attached electrodes,7,PC,1,0,0,0,0,0,0,,,,,,,,,,,,,,
,,20 trials ,7,PC,2,0,0,0,0,0,0,,,,,,,,,,,,,,
,,20s ITI,7,PC,3,0,0,0,0,0,0,,,,,,,,,,,,,,
,,All CRs are turns or contractions,7,PC,4,1,0,0,0,0,0,,,,,,,,,,,,,,
,,CC Med,7,PC,5,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,7,PC,6,0,0,1,0,0,0,,,,,,,,,,,,,,
,,,7,PC,7,1,0,0,0,0,0,,,,,,,,,,,,,,
,,,7,PC,8,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,7,PC,9,1,0,0,0,0,0,,,,,,,,,,,,,,
,,,7,PC,10,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,7,PC,11,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,7,PC,12,0,0,0,0,0,0,,,,,,,,,,,,,,
,,,7,PC,13,,,,,,,,,,,,,,,,,,,,
,,,7,PC,14,,,,,,,,,,,,,,,,,,,,
,,,7,PC,15,,,,,,,,,,,,,,,,,,,,
,,,7,PC,16,,,,,,,,,,,,,,,,,,,,
,,,7,PC,17,,,,,,,,,,,,,,,,,,,,
,,,7,PC,18,,,,,,,,,,,,,,,,,,,,
,,,7,PC,19,,,,,,,,,,,,,,,,,,,,
,,,7,PC,20,,,,,,,,,,,,,,,,,,,,
,,,7,PC,21,,,,,,,,,,,,,,,,,,,,
,,,7,PC,22,,,,,,,,,,,,,,,,,,,,
,,,7,PC,23,,,,,,,,,,,,,,,,,,,,
,,,7,PC,24,,,,,,,,,,,,,,,,,,,,
,,,7,PC,25,,,,,,,,,,,,,,,,,,,,
